20.927,18.1
16.396,15.4
25.495,16.4
16.707,13
16.343,16.4
27.506,18.3
15.031,13.6
19.397,14
13.682,15.8
31.097,16.4
20.545,12.2
15.251,11.5
15.504,12
17.358,12
17.090,16.4
24.988,20.7
24.710,17.2
20.990,13.7
12.186,12.6
21.269,18
14.471,14.9
17.820,13.6
10.592,12.7
9.154,11.9
14.528,15.7
15.898,17.8
24.252,17.5
15.135,14
13.104,12.8
14.924,14.1
39.639,20.2
24.825,15.9
30.805,19.6
26.773,15.1
23.855,17.1
33.593,17.7
28.704,17.1
18.672,14.4
21.956,18.9
20.342,14.9
14.300,11
24.054,17.7
32.334,20.1
13.306,14.4
21.099,16.5
24.394,18.3
14.775,14.8
15.528,15
23.144,16.4
16.876,13.8
25.191,15.4
23.363,17.7
34.177,20.7
32.139,16.6
35.181,17.7
17.382,14.8
14.708,12.4
21.016,14.5
12.774,11.9
27.305,17.4
30.468,18.5
37.022,17.7
11.949,11.6
30.241,18.1
39.331,18.5
36.534,16.8
30.909,21.2
27.440,17
22.097,13.7
24.008,15.4
20.161,17.1
16.274,13.1
5.598,9.8
7.349,11
24.682,16
22.366,14.1
15.705,12.5
36.075,16.8
40.352,19.6
44.631,18.5
39.684,18.2
50.852,18.6
51.552,22.3
53.554,19.4
20.499,19
47.860,26.6
47.430,17.1
47.823,22.5
43.087,21.4
29.798,16.3
56.780,22.3
40.965,18
37.699,17
31.878,19.9
24.485,19.3
26.067,21.2
34.375,24.2
30.968,21.5
21.341,16.8
39.395,17
29.892,17.2
67.184,21.3
40.355,17
33.624,24.5
28.196,17
35.163,20.5
25.268,17.7
46.474,22.3
55.851,23.4
44.476,13.3
32.730,18.2
38.248,17.9
40.694,19.7
27.759,17.4
55.287,25
40.275,19.7
46.050,22.5
71.238,22.5
46.156,20.8
26.797,16.6
31.727,17
35.602,16.8
45.642,21.3
13.532,11
18.463,15
20.636,16.2
46.045,17.1
22.844,14.6
44.013,21
36.083,16.2
37.554,20
29.625,19.8
18.720,18.1
31.686,17.4
19.419,15.2
24.804,16.1
30.198,19.1
42.984,17.1
15.216,14.7
32.081,22.2
